index,title,certificate,runtime,genre,desc,rating,votes
6281,Velayudham,U,160 min,Action            ,It is common to think that the romance part is usual for the newlywed couple. The short episode deals with a couple trying to romance but invaded by friends and family.,6.5,12
6282,Beta,U,171 min,"Drama, Romance            ","The film is about Rudra (Soham), a pizza delivery boy and a ghost novel writer Anuradha (Mimi). The film starts with their love story. The lovebirds are in a live-in relationship. The film ...                See full summary »",6.4,419
6283,Deool Band,U,181 min,Drama            ,"Sexy Advocate Sheela Mathur lives a wealthy lifestyle with her brother and his wife in India. One day while at the Blue Diamond Restaurant, she witnesses a man beating up three others, ...                See full summary »",5.6,12
6284,Harikathe Alla Girikathe,UA,125 min,Comedy            ,"A young college student drawn into worldly pleasures joins a chain-snatching gang. Unaware of this, his elder brother teams up with a friend to bring down the gang and rising crime rate.",7.1,876
6285,Joseph,UA,138 min,"Crime, Drama, Thriller            ",Amar comes from the village to the city in order to seek medical treatment for his mother; as soon as he reaches the city he is robbed of his money. Fortunately for him Ajay manages to come...                See full summary »,3.3,40
6286,Sins,A,138 min,"Drama, Romance, Thriller            ","One of the employees of Vijay's parents, Babu, is sentence to a long jail term for killing them. In hot pursuit to avenge the death of his parents Vijay wait until Babu is release from jail...                See full summary »",5,104
6287,Woh 7 Din,U,139 min,"Drama, Romance            ","Guns of Banaras is Indian (Hindi ) language action film. Directed by Shekhar Suri and jointly produced by Ashok Munshi and Shaina Nath Taldar under the banner of Dashaka Cinema Co, and is presented by Dashaka Films and AJ media.",5.8,506
6288,Rocky,A,129 min,Drama            ,"Ajay alias Munna Babu is a semi-senile, gentle but naive young man who has a wealthy family estate. His employees and alleged well-wishers (Arjun Singh, Jatha Shankar, Munishi Gurbachan, ...                See full summary »",6.7,161
6289,Udanpirappe,U,137 min,Drama            ,"Shekhar is an opportunist. He marries Veena, a multi-millionaire, while continuing his affair with her secretary, Anu. When Veena gets to know, she threatens him with dire consequences. ...                See full summary »",6.2,260
6290,Hari Hara Veera Mallu,null,null,"Action, Drama            ",The story is about how an ex-army officer brings change in society by making people to help each other.,5.9,"1,428"
6291,Punashchha Hari Om,null,121 min,Family            ,"The security guard of a mall, who belongs to the Gurkha community, becomes the saviour of several people who have been kept under siege by some terrorists.",5,356
6292,Manithan,U,150 min,"Drama, Thriller            ","After watching a True Hollywood Stories-type documentary in which he is considered a forgotten star, Johnny Bravo travels to Mumbai, the entertainment capital of India, to prove himself he ...                See full summary »",6,201
6293,Om Jai Jagadish,U,172 min,"Drama, Musical            ",A wine baron (Harsh Chhaya) wants to use a supermodel to launch his new liquor label in the market. He recruits a photographer (Ashmit Patel) to organize a talent hunt in Fiji for the same....                See full summary »,1.9,195
6294,Vishnu-Devaa,U,152 min,"Action, Crime, Drama            ","Karthik, a civil engineer falls deeply in love with Sandhya, a child pediatrician. Eashwar has vowed to kill Naushad's son in order to take revenge for killing his wife and son in a road accident.",5.5,439
6295,Tujhse Hai Raabta,U,20 min,Drama            ,Romance blossoms between a city girl and a tough small-town guy.,6,738
6296,Ponmagal Vandhal,UA,123 min,"Crime, Drama, Thriller            ",A story about two comedian couples and the up and downs between their parternship.,7.4,"3,577"
6297,Risk,A,155 min,"Action, Crime, Drama            ","Song ""Akh Lad Jaave"" is from the film Loveyatri, sung by Badshah, Asees Kaur, Jubin Nautiyal. Music is composed by Tanishk Bagchi. Lyrics are written by Tanishk Bagchi And Badshah.",4.4,166
6298,Dharavi,null,120 min,"Crime, Drama            ","Neel has a fatal heart ailment. Luckily, He gets a heart transplant. After this surgery, he meets Anahita.",3.6,328
6299,Yuddham Sharanam,UA,141 min,"Action, Thriller            ",An illicit relationship between a Kathakali dancer and a young woman from an upper caste family results in an illegitimate child. He faces hardships when she refuses to let him see their child.,8.2,"1,832"
6300,Maataraani Mounamidhi,UA,126 min,Thriller            ,A college slacker pursues the girl of his dreams and will do just about anything to get her to like him.,4.2,494
6301,Maataraani Mounamidhi,UA,126 min,Thriller            ,"Dongaata is a comedy thriller starring Lakshmi Manchu and Adivi Sesh. The film marks the debut of Vamsi Krishna as a director,and the film has also been produced by Lakshmi Manchu.",5.7,901
6302,Rabb Da Radio 2,U,129 min,Drama            ,"Unnikuttan is a young man, who was born in the central jail. He considers jail as his second home. As a good Samaritan he takes on the punishments for petty crimes committed by others.",2.9,458
6303,Amar Akbar Anthony,null,153 min,"Action, Comedy, Crime            ",A cop goes undercover to investigate a businesswoman and her father.,5.2,421
6304,Hathyar: Face to Face with Reality,A,140 min,"Action, Crime, Drama            ","Two brothers, Annadurai and Thambidurai, living in the same small town developme vastly different personalities.",5.3,298
6305,Boss Climax abhi Baki hai,null,139 min,"Drama, Comedy            ","Rahul, a middle class boy next door not happy with his lifestyle decides to go to the US and pursue his dreams. Unlike the dreamy US life that people think of, Rahul Struggles a lot with reality of hardships and part time jobs.",5.9,111
6306,Dour,UA 16+,null,Thriller            ,A man who smuggled drugs in Punjab as a child grows up determined to take action against those responsible for the drug trade.,6.5,58
6307,Pyali,U,117 min,Drama            ,"Seventeen years ago, Anupama gets an opportunity of a lifetime to live her dreams. Now she has to make a tough choice between her career and her family.",5.4,36
6308,Kunwara,U,134 min,"Comedy, Drama, Romance            ",Petty robbers on the run from gangsters and police end up in a town where they are mistaken for police officers.,3.7,292
6309,Senapathi,A,150 min,Crime            ,"Widower Ram Kapoor lives a very wealthy lifestyle in Bombay, but is very lonely, as his only child, a son named Rajesh, lives abroad, and his aged dad, Diwan Bahadur, lives in the village. ...                See full summary »",6.5,334
6310,Waah! Tera Kya Kehna,null,100 min,"Action, Comedy, Crime            ","Bombay-based Anu lives a wealthy lifestyle along with her businessman dad, Jaggu Kailashnath, and mom. While on a vacation at Ooty she meets with and falls in love with Vishal, who also ...                See full summary »",5.6,46
6311,Nammoora Mandaara Hoove,null,168 min,"Drama, Romance            ",A happy-go-lucky politician is smitten by a girl half his age and tries his luck winning her hand.,7.5,"2,293"
6312,Mummy Save Me,A,131 min,Horror            ,Satya Sai Baba was a renowned religious guru and Producer Balkrishn Shrivastav and director Vicky Ranawat have come together to make a biopic on him. The film will release on January 22 all...                See full synopsis »,9.4,8
6313,Chori Chori,U,158 min,"Comedy, Musical, Romance            ","When a politician is killed, a journalist discovers that a member of parliament had the man assassinated. As his editor digs deeper, the complicity of higher-placed politicians comes to the...                See full summary »",7.9,195
6314,Mad,null,null,null,"Based on A.J.Cronin's 'Beyond This Place', this movie narrates the story of an untiring crusade for justice. A young man, learning about his father's wrongful implication in a ...                See full summary »",7.1,330
6315,Anakh Jattan Dee,UA,160 min,Action            ,"The ups and downs of modern-day relationship take the spotlight in this contemporary, slice-of-life story.",5.2,285
6316,Neel Akasher Chadni,U,113 min,Romance            ,"Two boys and a girl befriend Kuttichathan by accident and release him from the grip of the magician. On the way Kuttichathan meets Ashish, a member of the police, who is after Karimbhootham...                See full summary »",7.8,465
6317,Clap,U,129 min,"Drama, Sport            ","Nandini is a supernatural Telugu soap opera. The story revolves around Nandini (shape shifting snake) and Rajashekhar, a rich business man's family. The show narrates the story of a family cursed by a snake.",8.1,61
6318,Red Swastik,A,131 min,"Crime, Drama, Thriller            ",Balwant and Vikramaditya used to be best friends despite the fact that the latter was a land owner and the former was a farmer. Their friendship was an example for everyone and they were ...                See full summary »,7.8,39
6319,Rasaleela,null,null,Romance            ,"A woman after getting humiliated by a gangster in the public, fights against the corruption and the criminalization of politics in India.",8,59
6320,Scrooge McDuck and Money,null,16 min,"Animation, Short, Comedy            ",This is a story about two guys who act as mock witnesses and always hang around court to give evidence as per the requirement of the case every time. They have never believed in God but ...                See full summary »,5.5,199
6321,Mukunda,UA,142 min,Family            ,"Vijay and Anitha secretly love each other but are unable to confess their love for each other. Her father realises this and tries to separate the two. However, fate has other plans in store.",7,785
6322,Manchi Lakshanalunna Abbayi,UA,130 min,"Action, Comedy, Drama            ","Vinod, a Hindu man, and Aisha, a Muslim woman, fall in love with each other despite their cultural differences. Many conflicts arise in their relationship as they try to stay together.",5.6,114
6323,Pukar,null,161 min,"Action, Drama, Musical            ",A man moves in with his wife to a Mansion as a caretaker and finds out that not only some thugs have invaded that place but also a mummy walled in the dungeon with a dark past.,5.2,98
6324,Agle Janam Mohe Bitiya Hi Kijo,UA,null,Drama            ,A rich philanthropist has a secret occupation as a master thief.,6.3,508
6325,Barsaat,A,171 min,"Drama, Romance, Musical            ",Three impoverished room-mates kidnap middle-classed men and demand small ransoms to improve their respective lifestyles.,6.7,"1,259"
6326,Pedro,null,108 min,"Crime, Drama, Mystery            ","Vijay lives a poor lifestyle in India along with his widowed mom and brother, Raja. When their mom become seriously ill, they do not have money to pay for her medicines, Raja steals some ...                See full summary »",6.1,38
6327,Muqadama,null,null,Action            ,"An educated man spends his days writing letters for the varied inhabitants of his small, poor, and illiterate village, in this political and social satire.",6.9,"3,295"
6328,Kamaal Dhamaal Malamaal,null,148 min,"Comedy, Drama            ","Guru Sishyaru is a 1981 Indian Kannnada film, directed by Bhargava and produced by Dwarakish. The film stars Vishnuvardhan, Manjula, Jayamalini and Dwarakish lead roles. The film had ...                See full summary »",8.4,130
6329,Mitwa - Phool Kamal Ke,null,24 min,Drama            ,"After catching her boyfriend cheating on her, a woman seeks to get over him by hooking up with a stranger, but not without enduring a comedic series of events.",9,"1,306"
6330,Bharaate,UA,166 min,"Action, Drama            ",Add a Plot,7.4,19
6331,The Proposal,null,164 min,"Comedy, Romance            ","Dhruv an aspirant IAS officer, takes a private loan from a company in order to buy a car in order to woo the girl he loves, Sakshi. Soon enough, life turns upside down for him as he is ...                See full summary »",3.7,190
6332,Tishnagi,A,136 min,"Romance, Thriller            ",A popular singer-dancer finds out that his current sponsor is the one who murdered his father and framed his mother for the murder.,3.7,649
6333,Mumbaicha Jawai,null,null,Family            ,"Karthik is an investigative crime reporter from 2019, while Sujatha is from 1993. Karthik knows about her difficulties and he tries to change her future by changing the incidents from her past.",7.7,"1,860"
6334,Kannukkul Nilavu,null,167 min,"Drama, Mystery, Romance            ","It's a story of one night where estranged lovers Kartik and Vasuki end up meeting each other after 12 years under strange circumstances. Kartik is on a run for being a murder suspect. However, there is more than meets the eye.",5.1,431
6335,Bagavathi,A,157 min,"Action, Drama            ","Kumirkhali, the land of widows in Sundarban, is mired in a deep but invisible crisis. The fateful arrival of an outsider stirs things up in the hamlet. Will he be able to alleviate the plight of Kumirkhali and also redeem himself?",7.1,146
6336,Devi,null,126 min,"Comedy, Horror            ","Priya, Anjali, and Jojo are three young ladies who have just been admitted in a girls' hostel. They are to share their room with each other as well as a fourth lady named Kiran. To their ...                See full summary »",7.5,76
6337,A (Ad Infinitum),UA,153 min,"Family, Thriller            ","Although scores of people migrate to Bombay, from all over India, most do not even have a roof to live under. Some who are lucky manage to find accommodations but pay very high rents, and ...                See full summary »",6.3,89
6338,Thanga Meengal,U,140 min,"Drama, Family            ","The rules of parenting have changed. Every mother has her own strategy and some have their own game, with only one aim - to be the best of the best. Step into this #Mentalhood.",5.9,"5,656"
6339,Suraag: The Clue,null,60 min,Crime            ,A small-time politician dreams of becoming Chief Minister.,6.9,"1,484"
6340,Maharana Pratap: The First Freedom Fighter,UA,145 min,"Action, War            ",A fast-paced socially relevant political drama that revolves around the struggles of an ordinary citizen against crime and political corruption.,5.7,"2,952"
6341,Chashme Buddoor,null,145 min,"Comedy, Family, Romance            ","Pooja has been brought up by her grandparents, and has no recollection of her mom and dad. She is told by her grandpa, Kantaprasad, that her dad had passed away. Years later, Pooja has now ...                See full summary »",7.3,233
6342,Katto,U,132 min,Romance            ,It is about a married man involving in romantic escapades outside marriage and learns his mistakes in the end.,6.8,147
6343,Rishta.com,U,45 min,Drama            ,A middle aged housewife takes the initiative to complete the bucket list of her deceased teenage heart donor.,5.7,654
6344,Ratris Khel Chale,UA,22 min,Horror            ,Saravana (Silambarasan) and Krishna (Krishna) are close buddies in college. Saravana sees a video tape of Krishna's sister Sadhana (Jyothika) studying in London and falls in love with her. ...                See full summary »,5.1,720
6345,Dobaara,null,66 min,"Drama, Romance            ","This is the second film about the detective Feluda (Soumitra Chatterjee) set in the holy city of Benares, where he (along with his cousin, Topshe and friend, Lalmohan Ganguly) goes for a ...                See full summary »",7.9,"2,087"
6346,Mere Dad Ki Maruti,null,101 min,"Comedy, Drama, Romance            ",Add a Plot,7.9,77
6347,Identity,UA,129 min,Thriller            ,"Raju moves to Mumbai with the hope of becoming a successful businessman, but after arriving in the big city, he finds himself robbed, jailed and unemployed.",4.1,291
6348,Sinam,null,18 min,"Short, Drama            ",Movie is adaptation of the epic Ramayana.,6,"3,284"
6349,L353,null,null,Thriller            ,"Once a young man named Tamil learns that a businessman is planning to build a factory in his village, he tries to stop the plan for fear of pollution.",3.5,427
6350,Kumki,U,148 min,Drama            ,"Welcome Zindagi is a dark comedy about a girl who wants to end it all, and a boy who will change her perception of life.",8.1,79
6351,Dolly Ki Doli,UA,98 min,"Comedy, Romance            ","A former kick-boxer, after death of his wife, trains his son who hates him for boxing match for revenge on his former student.",7.4,942
6352,HIT 3,null,null,null,A woman with the help of a con man avenges her father's backstabbers.,6.2,101
6353,Leera the Soulmate,UA,104 min,Sci-Fi            ,"Story evolves around two sets of half brother's. Periya aambala married twice and he got lots of children from both wife's. Saravanan and his siblings from the first wife, Cheran and ...                See full summary »",5,132
6354,Teesri Aankh,U,151 min,"Action, Thriller            ",A woman responsible for her mother and 7 siblings faces challenges after marrying a widower with 6 children.,7.7,64
6355,Missing,null,null,Drama            ,"The reopening of a long forgotten race brings together a family, old-time friends and an entire colony of the downtrodden to raise a new champion.",4.7,271
6356,Ganga Ki Saugand,U,142 min,"Action, Drama            ","The newly married couple, Sameer and Naina's life spins out of control, as both their parents move in as their next-door neighbours, and as a result, they get Sandwiched Forever.",8.5,715
6357,Trisha Illana Nayanthara,A,130 min,"Comedy, Drama, Romance            ",Paras delights the Emperor with his singing. He is granted a wish by the Emperor and he asks for the hand of the princess in marriage. The Emperor agrees to do so if Paras brings him a rare gem.,6.6,54
6358,Pratiggya,U,null,"Action, Comedy, Drama            ",Anandi Devi is an old widow living in her village she is bought to the city by her distant relative Arun. Anandi Devi realizes that Arun and his wife wanted to keep her as a maid following ...                See full summary »,7.6,594
6359,Babu,null,148 min,"Drama, Family            ","A young man tries a mobile phone-calling system to find his soulmate, but the results are more complex than he expects.",8.5,58
6360,Aulad,PG,null,Drama            ,"Kishinchand has taken to a life of crime, namely that of forging passports, and for that is under surveillance by the police. Upon his wife, Shanti's, and son, Pyarelal's insistence, he ...                See full summary »",6.7,118
6361,Bangalore Naatkal,U,156 min,Drama            ,Add a Plot,8.1,173
6362,Kaptaan,null,142 min,"Comedy, Drama, Family            ","A woman wants to divorce her husband, but is forced to live with him for six months first. Will she long to be with the one she loves, or will she learn to love the one she's with?",5.9,249
6363,Vijeta,U,151 min,Drama            ,"In a metropolitan like Chennai, there is an excess of money, greed, love and lust. Dead bodies of teenage girls are being found repeatedly in the city. The quest begins when the medical ...                See full summary »",7.4,57
6364,Khoj,null,116 min,"Crime, Mystery, Thriller            ","Sandhya Joshi's mom had wanted her daughter to study, at least complete her graduation in Commerce, before getting married. Her husband, however, thought otherwise and before Sandhya could ...                See full summary »",6.6,83
6365,Love Ke Liye Kuch Bhi Karega,null,131 min,"Comedy, Crime, Romance            ","Shanker is jailed for theft and there meets with Tony, who introduces him to professional boxing, after witnessing him fight an inmate. When he gets out of jail, Shanker takes up professional boxing.",6.4,167
6366,Charuulata 2011,A,130 min,Drama            ,Being a policeman's doppelganger is a mixed blessing in this action-packed caper.,5.9,84
6367,Scam 2003: The Telgi Story,null,null,"Biography, Crime, Drama            ",Fat middle aged man named Sheelavanth is a gluten free techie. His mother tired of finding an alliance for him due to his overweight. One fine day a family comes forward to give their ...                See full summary »,9,"1,026"
6368,Alai Payuthey,null,156 min,"Drama, Musical, Romance            ","Roopa lives a wealthy lifestyle with her husband, Prakash Chandra, who works for her dad, Manoharlal Verma, and a daughter named Sharda alias Pinky. Roopa and Prakash do not get along and ...                See full summary »",3.9,47
6369,Vivegam,UA,149 min,"Action, Thriller            ","When a naive girl is married in an idiosyncratic household filled with men, she pulls out all stops to manage her life amidst conundrums.",8.7,67
6370,Shri Krishna,U,55 min,"Biography, Drama, Fantasy            ","It is a hair-raising journey into the world of two lovers as both their families are ripped apart for the sake of revenge and power, and an entertaining look at how they rise out of that pit of blood lust and despair, together.",5.4,"2,026"
6371,ABCD (Any Body Can Dance),UA,160 min,"Drama, Music            ","After a heist job by Madhan and gang to rob precious cargo becomes a mess, he is under pressure to deliver the loot to his overlords. Things begin to get complicated when Kathir appears and finally reveals what really happened that day.",6.6,783
6372,Hum Tum and Them,A,22 min,Drama            ,Before independence during the 1940's depicts the lives of poor carefree villagers who are lured to work in Tea plantation farms and how they are forced to live rest of their lives as slaves with no traces of hope and freedom.,8,"1,988"
6373,Mitwaa,UA,130 min,"Musical, Romance            ","Follows Sarah, a free spirited young girl looking to surgically reassign her gender and Antony, a once exuberant but now a hopeless young man.",6.6,"1,103"
6374,Na Umra Ki Seema Ho,UA 13+,null,Romance            ,"After years of honest work a talented amateur singer becomes a famous professional, but an old enemy of his family is envious of his success.",6.4,"1,506"
6375,Bhoot Raja Aur Ronnie,null,null,Adventure            ,Chhota Bheem is an Indian animated series adventures about a boy named Bheem and his friends in fictional village of Dholakpur.Bheem and his friends are usually involved in protecting the village from various evil forces.,4.4,957
6376,MX TakaTak Fame House,Not Rated,36 min,Reality-TV            ,"A contemporary action drama that revolves around a young man's love affair with his bike, and the trials and travails is forced to undergo when it is lost.",7.7,"2,203"
6377,Jaago,A,122 min,"Crime, Drama, Thriller            ",A young and ambitious woman's life suddenly comes crashing down when she is betrayed in love. Determined to get revenge she reinvents herself as a successful businesswoman.,2.9,523
6378,Trip,UA,121 min,"Horror, Sci-Fi, Thriller            ","Gunasingam, a family-loving farmer who hails from a small town, tries his best to keep his big family united despite him being misunderstood by many.",6.8,"2,680"
6379,Mala Ghevun Chala,null,null,Comedy            ,"Vizha is a rural love story between a 'thappu' artist and an 'oppari' singer, two people who thrive on deaths for a living. The rest of the movie is about the typical obstacles that they are faced with and how things resolve in the end.",6.2,17
6380,Aetbaar,A,152 min,"Action, Drama, Musical            ","An honest Hindu pandit (priest) is framed for embezzlement and rape, and not only dismissed from employment, but also arrested and imprisoned, leaving behind his family in destitution. On ...                See full summary »",4.9,71
6381,Raju Chacha,null,163 min,"Action, Comedy, Drama            ","An aspiring music director, trying to realize his dream for over eight years, sacrifices his love for his ambition, but faces a tricky situation when his brother's health deteriorates and his family is at risk financially.",7.1,"1,367"
6382,Amaram,U,150 min,Drama            ,"A girl returning from Canada after 4 years is abducted in Kharar, Punjab. The police is left clueless as the kidnapper is always one step ahead of them.",7.7,365
6383,Boy Friend,U,null,"Action, Comedy, Drama            ","Ganesh, an unemployed man, lands up in a company where Keerthi, the girl he loves, works but who is already engaged to someone else. Sudden incidents ruin his life and he again comes across her, but refuses to marry her.",7.5,"1,286"
6384,99,U,144 min,Drama            ,Abeer who lives in Lucknow belongs to a Brahmin family. No sooner does he set eyes on Leher than he is undoubtedly smitten by her. They face numerous problems as they belong to different castes.,8.5,21
6385,Money Hai Toh Honey Hai,UA,138 min,"Comedy, Drama            ","Anju Rai lives a wealthy lifestyle with her widowed dad in a palatial house. She is now of marriageable age, and her dad has arranged her marriage with Advocate Amarnath. Both Anju and ...                See full summary »",6.9,187
6386,Les nouvelles aventures de Peter Pan,null,22 min,"Animation, Adventure, Family            ","Raghavan, a farmer, devotes his life to ensure that his brother Vijayakumaran gets educated. But with time and under the influence of his rich wife, Vijayakumaran ends up destroying all relationships.",8.4,"3,237"
6387,Boologam,U,143 min,"Action, Sport            ","Inspired by Shakespeare's Othello based in a gang war ridden rural India a young man named Avdesh Singh Thakur, raised by his widowed sister-in-law is the crime boss of the city. Despite ...                See full summary »",7.6,53
6388,Samundar,null,144 min,"Action, Crime, Drama            ",Mill workers are subjected to atrocities and their plight is ignored by the government.,7.3,337
6389,Goynar Baksho,null,141 min,"Comedy, Drama, Family            ","When five friends gather for a high school reunion, they find themselves around a man deformed by mercury poisoning.",6.1,"1,008"
6390,Bhingri,null,null,null,"Veer who is a Reporter and Atheist by birth who hates his Religion and Rituals. While covering one of his stories He gets Enlightenment , Knowledge and Purpose to save his Community.",6.7,177
6391,Main Rahoon Ya Na Rahoon,null,null,"Music, Romance            ",Trans women consider the Milk Function their most important Ritual.this documentary speaks about the milk function and sex reassignment surgery(SRS) for trans women,4.4,15
6392,Kuttanpillayude Sivarathri,U,120 min,"Comedy, Drama, Mystery            ","Love can be timeless and boundless. Story revolves around a true love blossoming between 2 sweet adorable persons belonging from two different timelines (1983 and 2020), a HAM Radio acting as fate connecting them to fulfill their destiny.",8.3,"1,582"
6393,Fun2shh... Dudes in the 10th Century,null,130 min,"Adventure, Comedy, Family            ",Add a Plot,7.8,28
6394,Little Miss Rawther,null,null,"Comedy, Drama, Musical            ",A crime reporter and a widow with two children whose lives become intertwined.,8.1,342
6395,Anari,U,166 min,"Comedy, Drama, Musical            ","A young engineering student dreams of becoming a chef, much to the dismay of his family.",7.1,"1,537"
6396,Aakhri Cheekh,A,null,Horror            ,Cops got a notification through the kavalan app that an IT girl was kidnapped. when the police arrived the spot the girl got murdered but cop was confused that the victim is not a kidnapped girl. Then where is the kidnapped girl?,7.7,89
6397,Pinky Massage Parlour,null,null,"Drama, Romance            ","Beautiful Meena lives a wealthy lifestyle along with her widowed dad, Thakur, in a small town in India. When her dad hires a new Manager, Rajesh, she and her friend, Taruna, decide to tease...                See full summary »",6.5,162
6398,Anokhi Raat,U,120 min,"Crime, Drama, Mystery            ","After losing the man she loves to her cousin, a woman gets her hopes up when he is widowed.",7.2,604
6399,Kaamchor,null,135 min,"Drama, Family            ","Amit is employed as a lecturer within a university and wholeheartedly loves Suman opting to get marry to her soon. Their only short-coming in life is Amit's younger brother, Raju, who they ...                See full summary »",6.4,456
6400,Jeene Nahi Doonga,null,133 min,Action            ,Small screen actors and their real-life partners come together on an exciting journey.,8.8,17
6401,Aa Gaya Hero,UA,123 min,Action            ,"Set in London, LOC pivots around an Indian cook, Gurpreet Singh Malik, and a Pakistani headwaiter Chand Mohammad Malik working in a restaurant owned by a British.",9.2,42
6402,Kannan Varuvaan,null,135 min,Romance            ,"A bank manager is unjustly framed for robbery by his colleagues and imprisoned. After his release, he assumes another identity to exact vengeance.",7.4,245
6403,Bisaat,Not Rated,26 min,Thriller            ,PELLIKUTURU PARTY is a light comedy feature film about a seductive younger sister who tries to sabotage the marriage of her conservative older sister by going on a bachelorette road trip ...                See full summary »,7.6,872
6404,Saans,null,null,"Comedy, Drama, Family            ","The story revolves around Mohanasundaram, a returned-from-abroad, westernized, rich man who shows arrogance and contempt towards anything part of Indian culture and anyone below his social standards.",8.5,347
6405,The Night Manager Hindi remake,null,null,Crime            ,"Bhadra sees Raja's sister Anu on a video and falls in love with her. Badra visits Raja's home and he realises that Raja's family is highly involved in feud actions. In a rival gang fight, ...                See full summary »",6.7,765
6406,Maradona,UA,148 min,"Action, Comedy, Thriller            ","Lot of People in the world have a desire to travel to their dream destination, but a lot of them fail to live, achieve it. This is the story of such 4 complete strangers of different age groups who commonly have an emotional attachment with their Royal Enfield bike meet and start their journey together crossing all the odds. In this journey they discover about life, people and love. Their journey...                See full summary »",9,"1,237"
6407,Chann Pardesee,null,147 min,Drama            ,"Yashpal is illiterate and works as a peon in a school. Despite no social encouragement for female education, Yashpal aspires to educate his daughter, Durga, But Durga's calling lies elsewhere.",7.6,25
6408,Aatank Hi Aatank,null,155 min,"Action, Crime, Drama            ","Multi-millionaire Vinay Kumar owns a show-room with Jewels found all over the world in different shape, style and fashion. In order to exhibit something new he seeks permission from the ...                See full summary »",4.3,125
6409,Roommate,UA,110 min,"Drama, Thriller            ","Adapted from a popular Bengali novel, Devadasu narrates the story of a rich guy and poor girl separated by class system of India. Parvati is forcefully married off to a middle-aged rich man and Devadasu becomes a drunkard.",8,284
6410,Sons of the Soil: Jaipur Pink Panthers,16,30 min,"Documentary, Drama, Sport            ",An upcoming Indian Gujarati-language action film directed by Mayur Kachhadiya and produced by Mahendra Patel under their banner of Ashadeep Cine Productions. It is the Biggest Action ...                See full summary »,7.4,22
6411,Kashmir Ki Kali,null,168 min,"Comedy, Musical, Romance            ","The story follows the life journey of two kings: Prithvi Vallabh, king of Avantipur, a kind and peaceful man, and Tailap, the neighboring king, who is very cruel.",8.2,279
6412,Izzat,U,135 min,"Drama, Romance            ",This movie is about a homely mother with two kids fighting for their survival against the titular ghost. A married couple enters into their new home along with their two kids and ...                See full summary »,7.2,80
6413,Gustakh Dil,PG,20 min,"Drama, Romance            ","This show revolves around the Malhotra family who have come from another planet called Zoltar and who live in constant fear that they will get caught by earth people, neighbors.",7.8,66
6414,Romantic Criminals,A,126 min,Romance            ,"Lord Shiva goes through an adventurous ride and performs various antics to test the people on earth. Based on Paranjothi Munivar's epic ""Thiruvilayadal Puranam"".",8.1,376
6415,Gupt Gyan,null,null,Drama            ,"It follows the life of Beanie, a young girl, who decides to run from her very comfortable life and pursue a career in stand-up comedy.",4.2,"6,705"
6416,Do Kaliyaan,null,160 min,"Drama, Family, Musical            ",Thommy is a loyal servant of Bhaskar Patel. But Patel is a ruthless tyrant. Thommy struggles between his moral sense and his professional sense. He is finally redeemed without compromising his duty as Patel's servant.,8.3,"1,343"
6417,Vanakkam Chennai,U,143 min,"Comedy, Romance            ","A heartbroken wildlife photographer throws himself into his work, only to find himself experiencing strange transformations.",3.3,445
6418,Kohram,A,150 min,"Action, Comedy, Drama            ","Four people with different ambitions, find themselves being tested along the same lines as characters in the Ramayana were, millennia ago. What lessons will life teach them and how will they face the consequences of their actions?",6.8,148
6419,Chittam Maharani,null,125 min,"Drama, Romance            ","Ramu, after loosing his property in a devastating flood comes to live in the city along with his family. There he faces problems from a criminal gang head Bhupathi. So he informs the police about Bhupathi and gets him arrested.",7,10
6420,The Story of Plastic,null,95 min,Documentary            ,"An evil sorceress feeds the blood of new brides to a Shaitan, an ancient and fearsome demon.",5.1,67
6421,Duvidha,U,82 min,"Drama, Fantasy, Romance            ","Pugazh, a young man, fights against a corrupt politician who wants to acquire the playground of his area, which he and his friends use for sports activities.",5.4,179
6422,Annamayya,U,150 min,"Biography, Drama, History            ","Ranbir (Jackie Shroff) is a successful writer, and happily married to Anjali (Mahima Chaudhry). But when his schizophrenic ex (Raveena Tandon) shows up out of the blue, tells him he has a ...                See full summary »",4.3,183
6423,Khubsoorat,U,126 min,"Comedy, Drama, Family            ","How was Datta Guru born, his childhood miracles and tales of his mother Anasuya and his relation with her. The avatar of Datta Guru and its brilliance and his journey is indeed great.",9.5,8
6424,Ek Nazar,null,null,"Drama, Romance            ","Varadappa, a sawmill owner and rural don sends his trustworthy friend Vasudev to close a deal worth a lot of money with Loki, an associate of his in Bangalore. Vasudev's son Channakeshava ...                See full summary »",6.3,330
6425,Joshilaay,A,107 min,"Action, Drama, Western            ",Two ambitious youngsters who make a living through a YouTube channel agree to perform a few tasks for a businessman when the latter offers them huge money.,6,385
6426,Khoobsurat,null,149 min,"Action, Comedy, Romance            ","Alia, an independent young woman, decides to become a single mother through IVF. While looking for a suitable donor, she meets Sarangdhar, an aspiring writer.",8.5,522
6427,Neengalum Vellalam Oru Kodi,null,50 min,Game-Show            ,"Principal Satyaprakash is a decent middle-class man who manages a co-ed college. He witnesses his daughter, Pooja, being molested by Kali, the son of gangster Dhabla, objects to this ...                See full summary »",4.8,156
6428,Gray,null,null,"Short, Drama            ",Five undercover cops are assigned the task to protect Mumbai city from gang wars.,5,245
6429,Rangbaaz,A,135 min,Action            ,This movie is about three characters who are connected to the Internet and end up disconnecting their actual life.,5.7,119
